,Date,Town,District,Province,Spare,Length,Width,Amenities,Direction,Price
1727,6/15/2022,Xã Tân Bình,Tp. Tây Ninh,Tây Ninh,150.0,5.0,20.0,1,Unknow,0.68
1728,6/15/2022,Xã Hồng Thái,Huyện Bắc Bình,Bình Thuận,6773.0,100.0,67.73,1,Unknow,0.88
1729,6/15/2022,Xã Hồng Thái,Huyện Bắc Bình,Bình Thuận,6773.0,100.0,67.73,1,Unknow,0.88
1730,6/15/2022,Xã B' Lá,Huyện Bảo Lâm,Lâm Đồng,1040.9,100.0,10.0,1,Unknow,1.04
1731,6/15/2022,Xã An Phú,Huyện Mỹ Đức,Hà Nội,500.0,0.0,10.0,0,Unknow,4.0
1732,6/15/2022,Phường Chánh Phú Hòa,Thị xã Bến Cát,Bình Dương,350.0,50.0,6.0,1,Unknow,1.2
1733,6/15/2022,Phường Kim Dinh,Tp. Bà Rịa,Bà Rịa - Vũng Tàu,90.0,6.0,15.0,1,Đ.Nam,1.25
1734,6/15/2022,Xã Phước Vĩnh An,Huyện Củ Chi,Hồ Chí Minh,85.0,14.0,5.99,1,Unknow,1.87
1735,6/15/2022,Xã Hiệp Thạnh,Huyện Đức Trọng,Lâm Đồng,677.0,63.0,10.0,0,Đông,3.15
1736,6/15/2022,Xã Vĩnh Lộc A,Huyện Bình Chánh,Hồ Chí Minh,98.0,19.0,5.0,1,Unknow,0.17777
1737,6/15/2022,Phường Bình Trị Đông A,Quận Bình Tân,Hồ Chí Minh,64.0,14.0,4.0,1,Unknow,0.5
1738,6/15/2022,Xã An Phước,Huyện Long Thành,Đồng Nai,100.0,0.0,0.0,1,Unknow,1.13
1739,6/15/2022,Thị trấn Lai Uyên,Huyện Bàu Bàng,Bình Dương,150.0,0.0,0.0,1,Unknow,1.2
1740,6/15/2022,Phường Chánh Phú Hòa,Thị xã Bến Cát,Bình Dương,300.0,30.0,10.0,1,Unknow,2.17
1741,6/15/2022,Thị trấn Cần Giuộc,Huyện Cần Giuộc,Long An,607.0,35.0,17.0,1,Unknow,1.84
1742,6/15/2022,Phường Điện Ngọc,Thị xã Điện Bàn,Quảng Nam,100.0,0.0,0.0,0,Unknow,1.77
1743,6/15/2022,Xã Phước Lâm,Huyện Cần Giuộc,Long An,254.0,53.4,5.0,1,Unknow,5.08
1744,6/15/2022,Xã Tân Tập,Huyện Cần Giuộc,Long An,206.0,41.0,5.0,1,Unknow,2.0
1745,6/15/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,5.0,1,Nam,1.6
1746,6/15/2022,Thị trấn Bến Lức,Huyện Bến Lức,Long An,90.0,15.0,6.0,1,Unknow,0.898
1747,6/15/2022,Xã Truông Mít,Huyện Dương Minh Châu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.55
1748,6/15/2022,Xã Minh Châu,Huyện Yên Mỹ,Hưng Yên,55.0,0.0,0.0,1,Đ.Nam,0.82
1749,6/15/2022,Xã Ngư Thủy Bắc,Huyện Lệ Thủy,Quảng Bình,95.0,19.5,5.0,1,Đ.Bắc,0.03
1750,6/15/2022,Xã Trung Lập Hạ,Huyện Củ Chi,Hồ Chí Minh,300.0,29.0,12.0,1,Unknow,0.69
1751,6/15/2022,Phường Thượng Cát,Quận Bắc Từ Liêm,Hà Nội,54.0,16.0,3.0,1,Unknow,2.16
1752,6/15/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,5.0,30.0,1,Unknow,1.85
1753,6/15/2022,Xã Bình Tú,Huyện Thăng Bình,Quảng Nam,100.0,12.2,9.0,0,Unknow,1.3
1754,6/15/2022,Xã Phước Vân,Huyện Cần Đước,Long An,125.0,25.0,5.0,1,Đông,0.89
1755,6/15/2022,Xã Bình Tú,Huyện Thăng Bình,Quảng Nam,125.0,25.0,5.0,0,Unknow,2.3
1756,6/15/2022,Phường An Bình,Tp. Dĩ An,Bình Dương,350.0,50.0,7.0,1,Đ.Nam,0.4
1757,6/15/2022,Xã Vân Hòa,Huyện Ba Vì,Hà Nội,727.0,30.0,24.0,1,Unknow,3.3
1758,6/15/2022,Xã Phú Hòa Đông,Huyện Củ Chi,Hồ Chí Minh,479.0,44.0,13.0,1,Unknow,3.98
1759,6/14/2022,Xã Long Cang,Huyện Cần Đước,Long An,105.0,0.0,0.0,0,Unknow,1.0
1760,6/14/2022,Xã Phước Vân,Huyện Cần Đước,Long An,125.0,4.0,31.0,1,Unknow,1.2
1761,6/14/2022,Xã Đại Đồng,Huyện Đại Lộc,Quảng Nam,100.0,6.0,0.0,0,Unknow,0.7
1762,6/14/2022,Thị trấn Bến Cầu,Huyện Bến Cầu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.7
1763,6/14/2022,Xã Tân Quan,Huyện Hớn Quản,Bình Phước,604.0,60.0,7.99,1,Unknow,0.7852
1764,6/14/2022,Xã Lộc Thanh,Tp. Bảo Lộc,Lâm Đồng,782.0,0.0,0.0,1,Unknow,2.0
1765,6/14/2022,Thị trấn Gò Dầu,Huyện Gò Dầu,Tây Ninh,200.0,5.0,40.0,1,Unknow,0.6
1766,6/14/2022,Thị trấn Di Linh,Huyện Di Linh,Lâm Đồng,370.0,33.7,11.0,1,Unknow,3.3
1767,6/14/2022,Phường Mỹ An,Quận Ngũ Hành Sơn,Đà Nẵng,100.0,14.3,7.0,1,Unknow,6.3
1768,6/14/2022,Xã Gung Ré,Huyện Di Linh,Lâm Đồng,3500.0,89.0,40.0,1,Unknow,2.1
1769,6/14/2022,Phường Ngọc Khánh,Quận Ba Đình,Hà Nội,40.0,10.0,4.0,1,Unknow,5.3
1770,6/14/2022,Phường Linh Trung,Tp. Thủ Đức,Hồ Chí Minh,67.0,0.0,4.0,0,T.Bắc,5.7
1771,6/14/2022,Phường Phú Tân,Tp. Thủ Dầu Một,Bình Dương,190.0,30.0,6.34,1,Đ.Nam,4.5
1772,6/14/2022,Phường Điện Ngọc,Thị xã Điện Bàn,Quảng Nam,100.0,20.0,5.0,1,Tây,2.0
1773,6/14/2022,Xã Đức Hòa Thượng,Huyện Đức Hòa,Long An,80.0,0.0,0.0,0,Unknow,0.45
1774,6/14/2022,Xã Bình Tú,Huyện Thăng Bình,Quảng Nam,125.0,25.0,5.0,1,Unknow,2.25
1775,6/14/2022,Xã Lộc An,Huyện Long Thành,Đồng Nai,250250.0,50.0,5.0,1,Unknow,3.85
1776,6/14/2022,Xã Phú Mỹ Hưng,Huyện Củ Chi,Hồ Chí Minh,190.0,38.0,5.0,1,Bắc,0.72
1777,6/14/2022,Phường Tây Thạnh,Quận Tân Phú,TP. Hồ Chí Minh,90.0,0.0,0.0,1,Unknow,2.19
1778,6/14/2022,Phường Mũi Né,TP. Phan Thiết,Bình Thuận,1300.0,0.0,0.0,0,Unknow,26.0
1781,6/14/2022,Xã Nghĩa Hưng,Huyện Chư Păh,Gia Lai,300.0,50.0,6.0,0,Unknow,2.0
1782,6/14/2022,Xã Lương Hòa,Huyện Bến Lức,Long An,1800.0,0.0,0.0,0,Unknow,7.2
1783,6/14/2022,Phường Tân Định,Thị xã Bến Cát,Bình Dương,200.0,20.0,10.0,0,Unknow,0.86
1784,6/14/2022,Thị trấn Krông Năng,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Unknow,0.899
1785,6/14/2022,Xã Tân Phước,Huyện Đồng Phú,Bình Phước,226.0,45.0,6.0,1,Đ.Bắc,0.459
1786,6/14/2022,Phường 13,Quận Bình Thạnh,TP. Hồ Chí Minh,120.0,20.0,6.0,1,Unknow,2.85
1787,6/14/2022,Phường Hợp Đức,Quận Đồ Sơn,TP Hải Phòng,200.0,20.0,10.0,0,Unknow,15.0
1788,6/14/2022,Phường Trường Thọ,TP. Thủ Đức,TP. Hồ Chí Minh,80.0,16.0,5.0,1,Unknow,2.35
1789,6/14/2022,Phường Minh Hưng,Thị xã Chơn Thành,Bình Phước,420.0,30.0,15.0,1,Unknow,0.6
1790,6/14/2022,Phường Sa Pa,Thị Xã Sa Pa,Lào Cai,71.0,0.0,0.0,0,Unknow,2.5
1791,6/14/2022,Phường Minh Hưng,Thị xã Chơn Thành,Bình Phước,1000.0,80.0,13.0,1,Unknow,0.5
1792,6/14/2022,Thị trấn Trâu Quỳ,Huyện Gia Lâm,Hà Nội,40.0,8.0,5.0,1,Unknow,3.1
1793,6/14/2022,phường Hợp Đức,Quận Đồ Sơn,TP. Hải Phòng,200.0,20.0,10.0,0,Unknow,15.0
1794,6/14/2022,Phường Phú Mỹ,Quận 7,TP. Hồ Chí Minh,85.0,0.0,0.0,1,Unknow,2.19
1795,6/14/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,6.0,22.0,1,Đ.Nam,0.9
1796,6/14/2022,Xã Đức Hòa Đông,Huyện Đức Hòa,Long An,125.0,0.0,0.0,0,Unknow,1.35
1797,6/14/2022,Xã Vĩnh Lộc B,Huyện Bình Chánh,TP. Hồ Chí Minh,85.0,0.0,0.0,1,Unknow,1.88
1798,6/14/2022,Xã Y Tý,Huyện Bát Xát,Lào Cai,956.0,0.0,0.0,0,Unknow,0.32
1799,6/14/2022,Xã An Phú,Huyện Mỹ Đức,TP. Hà Nội,132.0,22.0,6.0,1,Unknow,0.9
1800,6/14/2022,Xã Phước Vinh,Huyện Châu Thành,Tây Ninh,917.0,0.0,0.0,0,Unknow,2.2
1801,6/14/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Đ.Bắc,0.899
1803,6/14/2022,Xã Phước Bình,Huyện Long Thành,Đồng Nai,527.0,35.0,15.0,1,Unknow,10.0
1804,6/14/2022,Xã Bàu Cạn,Huyện Long Thành,Đồng Nai,1068.0,0.0,0.0,1,Unknow,2.4
1805,6/14/2022,Xã Nguyên Khê,Huyện Đông Anh,TP. HN,86.0,16.0,5.22,0,Unknow,4.7
1806,6/14/2022,phường An Lạc,Quận Bình Tân,TP. HCM,60.0,15.0,4.0,0,Unknow,1.2
1807,6/14/2022,Phường Tân Phú,Quận 7,TP. Hồ Chí Minh,100.0,20.0,5.0,1,Unknow,1.99
1808,6/13/2022,Xã Phước Vĩnh An,Huyện Củ Chi,TP. Hồ Chí Minh,80.0,0.0,0.0,1,Unknow,1.35
1809,6/13/2022,Xã Việt Hùng,Huyện Đông Anh,TP. Hà Nội,168.0,14.0,12.0,1,T.Bắc,5.7
1810,6/13/2022,xã Nguyên Khê,huyện Đông Anh,TP. Hà Nội,86.0,16.0,5.22,0,Unknow,4.7
1811,6/13/2022,Ea Ning,Huyện Cư Kuin,Đăk Lăk,1600.0,0.0,0.0,0,Unknow,3.5
1812,6/13/2022,Xã Vân Côn,Huyện Hoài Đức,TP. Hà Nội,250.0,0.0,0.0,0,Unknow,14.22
1813,6/13/2022,Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh,83.0,16.0,5.0,1,Unknow,3.25
1814,6/13/2022,Xã Tây Hòa,Huyện Trảng Bom,Đồng Nai,130.0,26.0,5.0,0,Unknow,1.5
1815,6/13/2022,Xã Diên Xuân,Huyện Diên Khánh,Khánh Hòa,265.0,53.0,5.0,0,Unknow,1.05
1816,6/13/2022,Phường Đa Phúc,Quận Dương Kinh,TP Hải Phòng,107.0,20.0,5.0,0,Unknow,2.78
1817,6/13/2022,Thị trấn Thủ Thừa,Huyện Thủ Thừa,Long An,90.0,0.0,0.0,0,Unknow,1.5
1818,6/13/2022,Xã Vân Côn,Huyện Hoài Đức,TP. Hà Nội,425.0,0.0,0.0,0,Unknow,14.2
1819,6/13/2022,Đường Xuân Nộn,Huyện Đông Anh,TP Hà Nội,100.0,20.0,5.0,0,Unknow,2.29
1820,6/13/2022,Phường Thuận Phước,Quận Hải Châu,TP. Đà Nẵng,125.0,25.0,5.0,0,Unknow,16.0
1821,6/13/2022,Xã Hòa Xuân,TP. Buôn Ma Thuột,Đắk Lắk,132.0,22.0,6.0,1,Unknow,0.9
1822,6/13/2022,phường Hợp Đức,Quận Đồ Sơn,TP. Hải Phòng,120.0,20.0,6.0,0,Unknow,5.4
1823,6/13/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Đông,0.899
1824,6/13/2022,Xã Mai Lâm,Huyện Đông Anh,TP Hà Nội,190.0,17.0,11.0,0,Unknow,9.69
1825,6/13/2022,Xã Sơn Mỹ,Huyện Hàm Tân,Bình Thuận,2362.0,46.0,50.0,1,Đ.Nam,9.66
1826,6/13/2022,Phường Vĩnh Hoà,Tp. Nha Trang,Khánh Hòa,110.0,18.0,6.5,0,Unknow,8.3
1827,6/13/2022,Xã Gia Bình,Huyện Trảng Bàng,Tây Ninh,200.0,0.0,0.0,0,Unknow,0.5
1828,6/13/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Đông,0.899
1829,6/13/2022,Xã Việt Hùng,Huyện Đông Anh,TP. HN,168.0,12.0,14.0,0,Unknow,5.0
1830,6/13/2022,phường Vĩnh Hòa,TP. Nha Trang,Khánh Hòa,110.0,18.0,6.5,0,Unknow,8.3
1831,6/13/2022,Phường Dĩ An,TP. Dĩ An,Bình Dương,250.0,50.0,4.99,1,Bắc,0.855
1832,6/13/2022,Xã Tiên Dương,Huyện Đông Anh,TP Hà Nội,60.0,12.0,5.0,0,Unknow,2.5
1833,6/13/2022,Đường Nguyễn Thị Tư,Phường Phú Hữu,TP Thủ Đức,64.0,14.7,4.37,0,Unknow,2.9
1834,6/13/2022,xã Uy Nỗ,Huyện Đông Anh,Hà Nội,55.0,12.0,4.5,0,Unknow,1.95
1835,6/13/2022,xã Diên Phước,Huyện Diên Khánh,Khánh Hòa,180.0,22.5,8.0,0,Unknow,1.75
1836,6/13/2022,Xã Đại An,Huyện Đại Lộc,Quảng Nam,755.0,36.0,21.0,1,Đ.Nam,3.5
1837,6/13/2022,Thị Trấn Đông Anh,Huyện Đông Anh,TP Hà Nội,35.0,11.0,4.0,0,Unknow,1.8
1838,6/13/2022,Thị trấn Krông Năng,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Unknow,0.899
1839,6/13/2022,thị trấn Đông Anh,Huyện Đông Anh,TP. HN,46.0,11.0,4.0,0,Unknow,1.4
1840,6/13/2022,thị trấn Đông Anh,Huyện Đông Anh,TP. Hà Nội,40.0,10.0,4.0,0,Unknow,1.6
1841,6/13/2022,Phường IV,TP. Vị Thanh,Hậu Giang,100.0,0.0,0.0,0,Unknow,1.4
1842,6/13/2022,xã Đông Thạnh,Huyện Cần Giuộc,Long An,126.0,0.0,0.0,0,Unknow,1.17
1843,6/13/2022,Xã Tiên Dương,Huyện Đông Anh,TP. Hà Nội,74.0,15.0,5.0,0,Unknow,2.59
1844,6/13/2022,Xã Tân Tuyến,Huyện Tri Tôn,An Giang.,470.0,0.0,0.0,0,Unknow,0.8
1845,6/13/2022,Xã Bình Giã,Châu Đức,Bà Rịa Vũng Tàu,1018.0,81.0,12.5,0,Unknow,1.85
1846,6/13/2022,Xã Đức Lập Thượng,Huyện Đức Hòa,Long An,140.0,20.0,7.0,1,Unknow,1.6
1847,6/13/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Đ.Nam,0.9
1848,6/13/2022,Xã Khánh Đông,Huyện Khánh Vĩnh,Khánh Hòa,224.0,27.0,8.0,0,Unknow,0.739
1849,6/13/2022,Phường Hoà Nghĩa,Quận Dương Kinh,TP. Hải Phòng,152.0,0.0,5.0,0,Đ.Nam,3.2
1850,6/13/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,0.0,0.0,0,Unknow,0.899
1851,6/13/2022,Xã Tân Thạnh Tây,Huyện Củ Chi,TP. Hồ Chí Minh,80.0,0.0,0.0,1,Unknow,1.59
1852,6/13/2022,Phường 1,TP. Tuy Hoà,Phú Yên,150.0,6.0,25.0,1,Đ.Nam,2.68
1853,6/13/2022,Đường Quốc lộ 4C Quản Bạ,huyện Quản Bạ,Hà Giang,12000.0,0.0,0.0,0,Unknow,0.48
1854,6/12/2022,Thị trấn Thủ Thừa,Huyện Thủ Thừa,Long An,100.0,20.0,5.0,1,Unknow,0.987
1855,6/12/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Đông,0.899
1856,6/12/2022,Đường 1A Võ Cường,TP.Bắc Ninh,Bắc Ninh,60.0,11.5,5.25,0,Unknow,1.68
1857,6/12/2022,Phường 5,TP. Đà Lạt,Lâm Đồng,75.0,0.0,0.0,1,Đ.Bắc,1.05
1858,6/12/2022,Xã Vân Côn,Huyện Hoài Đức,TP. Hà Nội,250.0,0.0,0.0,0,Unknow,12.25
1859,6/12/2022,Xã Cư Suê,Huyện Cư M'gar,Đắk Lắk,140.0,28.0,5.0,1,T.Nam,0.56
1861,6/11/2022,Xã Lộc Nam,Huyện Bảo Lâm,Lâm Đồng,120.0,19.96,6.0,1,Unknow,1.0
1862,6/11/2022,Xã Hoàn Sơn,Huyện Tiên Du,Tỉnh Bắc Ninh,72.0,12.0,6.0,0,Unknow,1.75
1863,6/11/2022,Xã Tân Hương,Thị xã Phổ Yên,Thái Nguyên,113.0,22.7,5.0,0,Unknow,2.0
1864,6/11/2022,Thị trấn Thủ Thừa,Huyện Thủ Thừa,Long An,90.0,20.0,4.5,1,Unknow,1.45
1865,6/11/2022,Xã Vạn Long,Huyện Vạn Ninh,Khánh Hòa,138.7,0.0,7.0,0,Unknow,1.28
1866,6/11/2022,Xã Khánh Hiệp,Huyện Khánh Vĩnh,Khánh Hòa,1066.0,0.0,0.0,0,Unknow,0.39
1867,6/11/2022,Xã Uy Nỗ,Huyện Đông Anh,TP. Hà Nội,42.0,0.0,0.0,1,Bắc,1.83
1868,6/11/2022,xã Hữu Bằng,Huyện Kiến Thụy,TP. Hải Phòng,120.0,20.0,8.0,0,Unknow,1.95
1869,6/11/2022,Xã Vân Nội,Huyện Đông Anh,TP. Hà Nội,83.0,20.77,4.0,1,Nam,3.4
1870,6/11/2022,Xã Long Thượng,Huyện Cần Giuộc,Long An,100.0,20.0,5.0,1,Unknow,1.2
1871,6/11/2022,Xã Đức Hòa Hạ,Huyện Đức Hòa,Long An,100.0,0.0,0.0,0,Unknow,1.4
1872,6/11/2022,Thị trấn Thủ Thừa,Huyện Thủ Thừa,Long An,100.0,20.0,5.0,1,Unknow,1.65
1873,6/11/2022,Xã Cư Suê,Huyện Cư M'gar,Đắk Lắk,132.0,0.0,0.0,0,Unknow,0.9
1874,6/11/2022,Xã Đắk Cấm,TP. Kon Tum,Kon Tum,132.0,22.0,6.0,1,Unknow,0.9
1875,6/11/2022,Xã Đạm Bri,TP. Bảo Lộc,Lâm Đồng,224.0,20.0,40.0,1,Unknow,0.896
1876,6/11/2022,Phường Mũi Né,TP. Phan Thiết,Bình Thuận,290.0,0.0,0.0,0,Unknow,2.2
1877,6/11/2022,Phường Lộc Phát,TP. Bảo Lộc,Lâm Đồng,300.0,30.0,10.0,1,Unknow,0.18
1878,6/11/2022,Vạn Hưng,Vạn Ninh,Khánh Hòa,271.0,31.8,8.5,0,Unknow,2.59
1879,6/11/2022,Xã Minh Lập,Thị xã Chơn Thành,Bình Phước,250.0,50.0,5.5,1,Đ.Nam,0.35
1880,6/11/2022,Xã Tân Bình,Huyện Vĩnh Cửu,Đồng Nai,3638.0,0.0,50.0,0,Unknow,16.5
1881,6/11/2022,Thị trấn M'Đrắk,Huyện M'Đrắk,Đắk Lắk,4070000.0,2035.0,2000.0,0,Unknow,75.0
1882,6/11/2022,Xã Việt Hùng,Huyện Đông Anh,TP. Hà Nội,71.0,19.5,3.7,1,T.Nam,2.25
1883,6/11/2022,thị trấn Sóc Sơn,huyện Sóc Sơn,TP. Hà Nội,500.0,30.0,20.0,0,Unknow,1.7
1884,6/11/2022,Phường 10,TP. Đà Lạt,Lâm Đồng,8000.0,0.0,0.0,1,T.Nam,51.2
1885,6/11/2022,Đường Liên Xã Vạn Phước,Vạn Ninh,Khánh Hoà,306.0,14.5,21.0,0,Unknow,2.75
1886,6/11/2022,Phường Long Phước,TP Thủ Đức,TPHCM,90000.0,450.0,200.0,0,Unknow,675.0
1887,6/11/2022,Xã Vân Côn,Huyện Hoài Đức,TP. Hà Nội,300.0,0.0,0.0,0,Unknow,5.2
1888,6/11/2022,Xã Bình Lợi,Huyện Bình Chánh,TP. Hồ Chí Minh,2030.0,50.0,41.0,1,Unknow,16.0
1889,6/11/2022,Phường 1,TP. Tuy Hoà,Phú Yên,150.0,0.0,0.0,1,Unknow,2.68
1890,6/11/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,22.0,6.0,1,Đ.Nam,0.9
1891,6/11/2022,Xã Quy Đức,Huyện Bình Chánh,TP. Hồ Chí Minh,88.0,0.0,0.0,1,Đ.Nam,2.42
1892,6/11/2022,Xã Đức Hòa Đông,Huyện Đức Hòa,Long An,100.0,20.0,4.99,0,Unknow,1.4
1893,6/11/2022,Thị trấn Nhà Bè,Huyện Nhà Bè,TP. Hồ Chí Minh,100.0,5.0,20.0,0,Unknow,0.95
1894,6/11/2022,Phường Hợp Đức,Quận Đồ Sơn,TP. Hải Phòng,45.0,10.0,0.0,1,Unknow,0.66
1895,6/11/2022,Đường Long Phước Long Phước,Thủ Đức,TPHCM,30000.0,300.0,100.0,0,Unknow,245.0
1896,6/11/2022,Xã Tân Bình,Huyện Vĩnh Cửu,Đồng Nai,1300.0,0.0,20.0,0,Unknow,6.5
1897,6/11/2022,Đường Đa Phúc Phú Minh,Sóc Sơn,Hà Nội,100.0,0.0,0.0,0,Unknow,4.1
1898,6/11/2022,Đường D15 Lai Uyên,Bàu Bàng,Bình Dương,150.0,30.0,5.0,0,Unknow,0.8
1899,6/11/2022,Xã Phú Lộc,Huyện Krông Năng,Đắk Lắk,132.0,21.99,6.0,1,Đông,0.899
1900,6/11/2022,Xã Vĩnh Quỳnh,Huyện Thanh Trì,TP Hà Nội,45.0,9.2,4.8,0,Unknow,2.9
1901,6/11/2022,xã Xuân Canh,Huyện Đông Anh,TP. Hà Nội,39.0,10.0,4.0,0,Unknow,1.7
1902,6/11/2022,Đường Phạm Văn Đồng Hòa Nghĩa,Dương Kinh,Hải Phòng,108.0,18.0,6.0,0,Unknow,4.26
1903,6/11/2022,Đường Quốc lộ 37 Lương Phong,Hiệp Hòa,Bắc Giang,148.0,5.0,5.0,0,Unknow,1.3
1904,6/11/2022,Xã Hòa Thuận,TP. Buôn Ma Thuột,Đắk Lắk,170.0,5.0,34.0,1,Nam,1.38
1905,6/11/2022,Thị trấn Lai Uyên,Huyện Bàu Bàng,Bình Dương,200.0,40.0,5.0,1,Nam,0.72
1906,6/11/2022,Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh,90.0,16.0,6.0,1,Unknow,1.7
1907,6/11/2022,Xã Long Phước,TP. Bà Rịa,Bà Rịa - Vũng Tàu,425.0,42.0,10.0,1,Unknow,2.98
1908,6/11/2022,Xã Yên Lư,Huyện Yên Dũng,Bắc Giang,100.0,7.0,6.0,0,Unknow,1.45
1909,6/11/2022,Phường 1,TP. Tuy Hoà,Phú Yên,127.0,25.0,5.0,1,Đông,1.99
1910,6/11/2022,Thị trấn Đông Anh,Huyện Đông Anh,TP. Hà Nội,86.0,14.0,5.0,0,Unknow,4.0
1911,6/10/2022,Xã Đồng Tiến,Huyện Đồng Phú,Bình Phước,250.0,0.0,0.0,0,Unknow,0.9
1912,6/10/2022,xã Lộc Thạnh,Huyện Lộc Ninh,Bình Phước,200.0,0.0,0.0,0,Unknow,0.46
1913,6/10/2022,Phường Mũi Né,TP. Phan Thiết,Bình Thuận,579.0,0.0,0.0,0,Unknow,9.26
1914,6/10/2022,Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh,100.0,20.0,5.0,1,Unknow,1.1
1915,6/10/2022,Phuờng An Lạc,Quận Bình Tân,TP HCM,60.0,15.0,4.0,0,Unknow,3.6
1916,6/10/2022,xã Thụy Lâm,Huyện Đông Anh,TP Hà Nội,70.0,14.0,5.0,0,Unknow,2.0
1917,6/10/2022,Xã Tam Phước,Huyện Long Điền,Bà Rịa - Vũng Tàu,490.0,0.0,0.0,0,Unknow,2.35
1918,6/10/2022,xã Thụy Lâm,Huyện Đông Anh,TP Hà Nội,48.0,13.0,4.0,0,Unknow,1.0
1919,6/10/2022,Phường Xuân La,Quận Tây Hồ,TP Hà Nội,56.0,14.0,4.0,0,Unknow,5.9
1920,6/10/2022,Xã Vạn Phú,Huyện Vạn Ninh,Khánh Hòa,154.0,0.0,0.0,0,Unknow,1.03
1921,6/10/2022,Đường Trần Nhân Tông,Phường Khánh Xuân,TP. Buôn Ma Thuột. Tỉnh Đăk Lăk,160.0,0.0,0.0,0,Unknow,1.5
1922,6/10/2022,Phường Vạn Phúc,Quận Hà Đông,TP Hà Nội,50.0,12.5,4.0,0,Unknow,6.5
1923,6/10/2022,Thị trấn Nhã Nam,Huyện Tân Yên,Bắc Giang,90.0,18.0,5.0,1,Đ.Nam,3.39
1924,6/10/2022,Thị trấn Nhã Nam,Huyện Tân Yên,Bắc Giang,82.0,0.0,5.5,1,Đ.Nam,1.6
1925,6/10/2022,Xã Phượng Mao,Huyện Quế Võ,Bắc Ninh,318.0,17.0,19.0,1,T.Bắc,14.31
1926,6/10/2022,Phường Đại Phúc,TP. Bắc Ninh,Bắc Ninh,72.0,18.0,4.0,1,T.Bắc,5.9
1927,6/10/2022,Phường Hưng Bình,TP. Vinh,Nghệ An,130.0,0.0,0.0,0,Đ.Nam,5.6
1928,6/10/2022,Đường Xuân Đỉnh Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,38.0,10.0,3.8,0,Unknow,3.4
1929,6/10/2022,Phường Lộc Phát,TP. Bảo Lộc,Lâm Đồng,100.0,20.0,5.0,1,Nam,0.5
1930,6/10/2022,Xã Bồ Lý,Huyện Tam Đảo,Vĩnh Phúc,129.0,0.0,0.0,0,Unknow,0.4
1931,6/10/2022,Xã Thạnh Lợi,Huyện Bến Lức,Long An,1080.0,0.0,0.0,1,Unknow,7.9
1932,6/10/2022,Đường Quốc lộ 28 Tân Lâm,Di Linh,Lâm Đồng,8430.0,200.0,30.0,0,Unknow,6.0
1933,6/10/2022,Xã Phước Kiển,Huyện Nhà Bè,TP. Hồ Chí Minh,95.0,5.0,19.0,1,Unknow,1.63
1934,6/10/2022,phường 8,Vũng Tàu,Bà Rịa - Vũng Tàu,118.0,23.0,5.0,0,Unknow,15.0
1935,6/10/2022,Phường Thạnh Mỹ Lợi,TP. Thủ Đức,TP. Hồ Chí Minh,85.0,5.0,17.0,1,Unknow,3.2
1936,6/10/2022,Đường Quốc lộ 1A Xã Ninh Quang,Thị xã Ninh Hòa,Khánh Hòa,114000.0,0.0,0.0,0,Unknow,4.2
1937,6/10/2022,Xã Phước An,Huyện Nhơn Trạch,Đồng Nai,2246.0,0.0,0.0,0,Unknow,5.62
1938,6/10/2022,Xã Đông Dư,Huyện Gia Lâm,TP. Hà Nội,80.0,10.0,8.0,0,Unknow,4.28
1939,6/10/2022,Xã Xuân Bắc,Huyện Xuân Lộc,Đồng Nai,13623.0,130.0,120.0,0,Unknow,7.77
1940,6/10/2022,Phường Mũi Né,TP. Phan Thiết,Bình Thuận,547.0,0.0,0.0,0,Unknow,12.0
1941,6/10/2022,Xã Bình Chánh,Huyện Bình Chánh,TP. Hồ Chí Minh,108.0,25.0,4.5,1,Unknow,1.35
1942,6/10/2022,Phường Tân Thành,Quận Dương Kinh,TP. Hải Phòng,195.0,26.0,7.5,1,Unknow,3.02
1943,6/10/2022,Phường An Phú Đông,Quận 12,TP. Hồ Chí Minh,80.0,16.0,5.0,1,Unknow,1.8
